EMP_ID,AGE,GENDER,STATUS,EMPLOYMENT,SUFFICIENT_INCOME,SALARY,TO_DO_COMPLETED,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,FLOW,DAILY_STEPS,SLEEP_HOURS,LOST_VACATION,PERSONAL_AWARDS,TIME_FOR_HOBBY,HEALTHY_DIET,WORK_LIFE_BALANCE_SCORE
5673,24,0,1,0,2,2,9,2,2,7,6,5,7,5,8,0,2,5,1,684.5
5674,34,0,0,0,2,2,8,4,7,4,5,3,5,10,7,0,2,2,5,693.8
5675,34,0,0,1,1,0,3,3,5,4,3,4,0,3,8,7,4,1,1,585.5
5676,34,0,0,1,1,0,6,4,8,10,8,3,5,9,7,0,4,4,4,666.4
5677,34,0,0,0,2,2,7,2,4,10,5,2,0,5,7,0,5,2,3,692.8
5678,34,0,1,1,2,2,9,1,6,10,10,6,5,9,6,0,10,9,4,732.5
5679,52,0,0,1,2,2,3,4,10,4,5,1,5,5,5,5,1,1,1,624.4
5680,52,0,1,0,2,2,7,5,1,5,1,0,7,8,9,0,10,0,2,670.0
5681,52,1,0,0,1,1,7,3,7,10,3,4,3,7,8,0,5,5,4,717.2
5682,49,0,2,0,2,2,10,4,10,8,10,5,3,10,7,0,5,8,4,731.2
5683,34,0,0,0,2,2,8,2,3,10,10,2,6,4,8,0,5,8,5,714.9
5684,49,1,3,1,1,1,1,2,10,2,3,0,3,3,7,0,0,2,4,612.5
5685,49,1,1,0,2,2,2,3,2,10,8,6,1,10,7,0,1,2,4,670.0
5686,52,1,3,1,2,2,5,1,4,5,6,5,4,10,8,0,4,1,5,721.2
5687,52,0,2,0,2,2,8,3,7,5,2,5,4,3,7,7,7,7,5,668.6
5688,52,1,0,1,2,2,9,5,1,10,1,8,9,2,9,0,10,10,2,696.0
5689,49,0,2,1,2,2,9,3,10,5,10,5,2,7,8,0,10,2,2,698.5
5690,34,1,0,1,1,0,3,2,1,3,3,0,5,7,7,0,0,3,2,625.2
5691,52,0,0,1,2,2,8,1,10,8,6,2,2,10,8,0,8,1,5,716.1
5692,49,1,2,0,1,0,5,4,4,5,5,0,1,4,6,5,3,0,1,597.2
5693,34,1,1,1,2,2,6,2,7,5,6,4,3,10,9,0,4,2,3,699.3
5694,49,0,2,1,1,0,1,0,3,10,10,5,2,4,6,0,5,4,5,672.0
5695,34,1,0,1,1,1,8,1,8,10,10,10,10,5,9,0,10,10,3,769.7
5696,34,1,1,1,1,0,2,2,10,10,10,10,10,4,8,3,6,10,3,747.2
5697,49,0,1,0,2,2,6,3,10,4,6,3,3,10,7,0,6,3,4,700.6
5698,24,0,2,0,2,2,7,1,4,7,10,3,3,4,8,0,3,4,3,703.0
5699,34,1,1,0,2,2,8,2,10,10,10,5,6,8,7,1,10,6,1,732.5
5700,49,1,3,0,1,1,6,2,7,6,7,2,2,5,7,0,10,1,3,658.8
5701,49,0,0,1,2,2,7,2,5,8,8,10,0,3,6,0,6,2,4,671.8
5702,34,0,2,0,2,2,8,2,3,10,10,2,6,4,8,0,5,8,5,714.9
5703,49,0,1,1,1,1,8,5,3,1,1,0,0,5,6,1,2,0,4,602.5
5704,49,0,2,0,1,0,8,5,3,1,1,0,0,5,6,1,2,0,4,602.5
5705,24,0,1,0,2,2,8,3,7,7,9,10,9,10,7,0,4,4,4,736.3
5706,34,0,0,1,1,0,5,3,10,8,5,2,2,5,8,1,4,3,3,686.2
5707,34,1,3,0,1,1,1,3,3,1,1,0,2,1,8,10,0,5,3,576.6
5708,34,1,1,0,1,1,1,3,3,1,1,0,2,1,8,10,0,5,3,576.6
5709,34,1,0,1,1,1,1,1,2,1,3,0,2,1,8,10,2,5,3,586.8
5710,49,0,3,0,2,2,8,4,10,1,6,3,3,10,6,0,10,1,4,676.6
5711,34,1,2,0,2,2,2,3,5,4,2,1,1,5,6,0,1,1,5,602.5
5712,49,0,1,0,2,2,7,5,7,10,3,10,4,6,6,10,10,3,4,704.7
5713,52,0,3,1,2,2,2,3,3,8,2,10,1,6,2,5,10,1,5,669.9
5714,49,0,0,0,2,2,8,0,6,10,10,2,8,8,7,0,7,3,2,727.4
5715,34,1,2,1,1,1,7,1,4,3,2,7,3,5,8,0,0,10,4,667.5
5716,34,0,3,0,2,2,8,5,7,9,10,5,2,10,7,5,4,3,1,663.2
5717,49,0,2,0,2,2,4,3,3,1,5,1,1,1,8,0,10,1,2,631.0
5718,49,1,0,1,2,2,8,2,8,5,4,4,4,5,7,0,2,4,4,670.7
5719,34,0,3,0,2,2,8,3,10,8,8,7,7,9,8,0,3,10,3,734.6
5720,34,0,0,0,2,2,7,4,7,10,10,10,3,4,7,5,10,1,4,701.1
5721,34,1,1,1,2,2,6,4,10,10,8,2,3,2,8,0,5,1,2,683.9
5722,34,1,1,0,2,2,8,3,4,5,3,4,4,3,7,8,4,10,4,677.1
5723,49,0,3,0,2,2,8,2,5,10,5,10,4,1,7,7,10,8,5,732.8
5724,34,0,0,0,1,1,8,4,10,10,10,5,2,10,7,0,8,8,5,695.5
5725,49,0,0,0,1,0,4,3,0,0,1,1,0,10,8,0,2,1,5,629.4
5726,49,0,3,0,1,0,5,2,1,2,10,1,6,2,7,0,1,0,1,603.8
5727,34,1,2,0,2,2,8,0,8,9,6,3,2,8,8,0,3,2,4,712.3
5728,52,0,2,1,2,2,8,4,4,8,3,2,4,7,6,0,2,1,3,633.5
5729,34,1,2,0,2,2,7,3,9,7,5,5,1,3,7,0,3,2,1,672.0
5730,34,0,3,1,2,2,0,3,3,10,10,4,4,7,5,0,2,2,1,680.9
5731,34,1,0,1,2,2,9,1,2,3,4,0,5,6,8,10,0,6,2,666.0
5732,49,0,2,0,2,2,8,1,10,10,3,3,2,10,7,0,5,4,5,722.7
5733,34,0,1,0,2,2,6,4,8,4,10,3,2,6,6,0,6,1,2,672.4
5734,52,1,2,1,2,2,4,3,4,0,2,1,0,5,8,0,5,0,1,601.2
5735,34,1,2,1,1,0,8,4,2,3,10,6,7,10,7,1,10,1,3,654.7
5736,34,1,0,0,1,0,8,4,2,3,10,6,7,10,7,1,10,1,3,654.7
5737,24,1,3,0,1,1,2,0,0,4,5,1,2,2,7,0,5,0,1,629.3
5738,34,0,0,0,2,2,8,4,5,5,4,2,2,10,8,0,1,1,1,651.5
5739,24,0,1,0,1,1,4,1,5,6,10,7,5,1,8,5,10,5,2,687.1
5740,49,0,1,0,1,1,5,4,3,2,5,2,1,1,6,0,5,1,1,593.2
5741,24,0,0,1,2,2,5,1,8,4,7,5,10,1,5,0,10,3,2,727.3
5742,34,1,0,1,1,0,5,4,0,2,3,0,2,2,6,10,2,5,1,557.7
5743,52,0,2,1,2,2,5,5,9,5,10,3,2,9,7,10,4,1,4,649.4
5744,52,1,2,1,1,1,3,1,4,3,5,2,1,7,5,0,6,2,3,660.5
5745,24,0,0,0,1,0,3,4,5,5,10,2,0,7,6,0,10,0,3,643.7
5746,34,0,2,0,2,2,10,5,1,7,10,10,10,7,6,0,10,9,5,745.7
5747,24,0,1,1,2,2,8,3,5,8,2,4,2,9,8,0,3,1,4,634.3
5748,34,0,2,1,2,2,9,1,5,5,10,5,1,5,8,0,5,4,5,718.5
5749,34,0,1,1,2,2,3,2,9,4,3,5,1,2,8,1,6,1,1,656.7
5750,24,1,0,1,2,2,0,0,10,0,10,1,10,10,3,0,0,10,5,660.7
5751,24,1,1,0,2,2,10,0,3,0,10,10,5,10,10,0,10,10,5,748.8
5752,24,0,2,1,2,2,6,3,3,5,10,3,2,4,8,0,5,1,2,650.3
5753,24,1,1,0,1,1,4,0,7,0,10,6,4,10,10,2,5,1,5,701.2
5754,24,1,1,1,1,0,0,5,3,5,5,3,1,4,10,0,0,7,5,618.4
5755,49,0,2,1,2,2,6,5,5,10,10,3,1,3,7,0,6,4,3,666.9
5756,49,0,0,1,2,2,2,4,4,2,5,6,3,4,7,8,0,3,3,611.0
5757,52,0,2,0,2,2,6,2,3,10,10,8,2,8,8,0,10,5,2,741.2
5758,34,0,2,0,2,2,8,4,10,10,10,10,8,10,7,0,10,10,4,765.2
5759,49,0,2,1,1,1,7,3,4,8,8,5,2,4,8,0,5,10,5,706.4
5760,34,0,2,1,2,2,3,4,9,4,4,5,3,4,7,0,6,2,3,670.5
5761,34,1,3,0,1,1,8,0,10,10,10,7,6,6,8,0,10,6,5,771.4
5762,49,1,1,1,2,2,7,3,5,7,10,8,8,2,6,10,10,6,2,668.2
5763,49,1,3,1,2,2,5,3,5,8,10,9,6,3,7,10,9,6,2,685.6
5764,52,1,1,1,1,1,4,4,5,0,5,1,1,2,6,7,3,1,2,586.6
5765,34,1,1,0,2,2,9,1,6,8,7,8,3,5,7,2,8,5,2,709.8
5766,34,1,2,0,2,2,5,3,3,7,2,3,3,7,7,5,6,2,0,650.7
5767,34,1,2,1,2,2,5,1,6,8,6,4,1,4,6,0,6,2,1,665.2
5768,34,0,2,0,2,2,9,2,8,6,6,3,3,6,7,4,7,1,3,696.4
5769,34,0,2,0,2,2,6,5,5,5,5,4,3,5,6,10,9,0,2,631.4
5770,34,1,3,1,1,1,8,1,10,2,10,3,2,1,7,10,10,1,2,654.6
5771,34,1,1,1,1,0,8,1,10,2,10,3,2,1,7,10,10,1,2,654.6
5772,34,1,0,1,2,2,0,2,4,5,9,5,2,3,6,5,5,8,2,671.8
5773,34,0,1,1,2,2,5,1,5,8,10,5,3,9,6,7,4,2,4,690.0
5774,34,0,0,0,2,2,7,2,6,3,6,2,2,5,7,1,5,1,1,662.2
5775,34,1,2,0,2,2,7,4,5,6,10,6,2,3,6,6,5,1,1,668.4
5776,34,0,2,1,2,2,6,4,5,8,6,5,5,8,6,5,5,5,2,677.9
5777,34,0,1,0,2,2,9,2,8,6,6,3,3,6,7,4,7,1,3,696.4
5778,34,0,0,0,2,2,7,2,6,3,6,2,2,5,7,1,5,1,1,662.2
5779,34,0,0,1,1,1,8,2,10,3,10,2,5,7,6,0,2,0,2,676.0
5780,34,1,3,1,2,2,8,5,4,3,5,4,3,5,7,0,5,3,5,680.9
5781,34,1,0,1,2,2,9,4,6,2,10,0,1,5,7,2,3,2,5,658.8
5782,49,0,1,0,2,2,7,1,7,4,6,1,4,8,7,0,4,6,5,688.3
5783,24,0,3,1,1,1,4,5,6,4,10,2,6,8,10,2,6,4,3,658.3
5784,52,0,3,1,2,2,8,1,10,10,10,10,5,5,6,0,10,5,5,765.7
5785,24,0,0,0,2,2,6,1,10,7,10,5,6,10,8,1,10,3,2,702.5
5786,34,1,2,1,2,2,6,4,9,5,10,6,3,10,7,2,8,4,5,709.1
5787,34,0,0,1,2,2,7,1,8,4,10,3,3,3,8,2,3,5,5,665.4
5788,49,1,2,0,2,2,2,1,1,0,1,0,0,2,7,5,4,0,2,617.4
5789,34,0,0,0,1,1,4,5,10,10,10,10,6,10,7,10,10,0,0,637.7
5790,34,1,1,1,2,2,5,4,9,6,8,2,4,4,7,0,8,1,3,696.0
5791,34,0,0,1,2,2,8,3,8,10,10,7,3,10,6,7,10,0,5,719.1
5792,24,0,0,1,2,2,6,0,4,4,2,1,2,9,9,0,2,4,5,690.6
5793,24,0,3,1,2,2,6,0,4,4,2,1,2,9,9,0,2,4,5,690.6
5794,34,1,2,1,2,2,6,3,6,4,8,3,1,9,7,0,10,6,3,691.9
5795,34,1,0,0,1,1,6,3,6,4,8,3,1,9,7,0,10,6,3,691.9
5796,34,1,3,1,2,2,7,1,4,10,10,4,3,3,8,0,10,2,2,694.3
5797,49,1,1,1,1,1,3,3,8,4,4,2,0,5,8,4,2,1,5,616.5
5798,49,1,2,0,1,1,3,3,8,4,4,2,0,5,8,4,2,1,5,616.5
5799,49,1,2,0,1,1,3,3,8,4,4,2,0,5,8,4,2,1,5,616.5
5800,52,0,3,0,1,0,0,5,2,5,5,0,1,2,6,2,2,1,4,600.2
5801,49,0,0,1,2,2,6,2,2,5,5,3,3,7,7,10,3,4,4,645.6
5802,52,0,2,1,2,2,9,5,7,10,10,5,8,6,5,10,10,8,2,702.8
5803,52,0,0,0,2,2,9,5,7,10,10,5,8,6,5,10,10,8,2,702.8
5804,52,1,3,0,1,0,7,2,8,10,5,10,2,5,8,0,7,2,4,732.1
5805,52,1,0,0,1,0,1,1,2,2,0,0,0,3,5,5,5,1,2,593.4
5806,34,0,3,0,1,1,7,4,3,2,3,6,2,3,8,3,4,1,4,622.9
5807,34,1,3,0,1,0,6,3,6,4,8,3,1,9,7,0,10,6,3,691.9
5808,34,0,3,1,2,2,6,3,5,5,5,10,3,3,7,0,5,4,3,687.3
5809,34,0,2,0,2,2,10,3,6,7,10,2,8,5,7,0,5,0,5,692.8
5810,49,1,2,1,2,2,2,4,10,0,2,1,0,2,7,10,1,0,1,581.7
5811,34,1,3,1,2,2,8,2,0,5,7,7,1,5,7,0,5,0,1,670.7
5812,52,0,2,0,1,1,6,4,1,2,1,3,0,5,10,10,3,1,5,598.2
5813,52,0,3,1,1,1,4,4,1,2,1,3,1,5,10,10,4,1,5,596.5
5814,34,0,3,1,2,2,9,2,9,3,10,4,3,4,8,1,10,7,1,704.7
5815,34,0,1,1,2,2,9,2,9,3,10,4,3,4,8,1,10,7,1,704.7
5816,52,0,2,0,2,2,2,5,2,10,3,0,0,2,8,0,4,0,4,643.1
5817,34,0,2,1,2,2,3,1,8,2,10,5,4,5,9,0,3,1,4,666.0
5818,52,1,1,1,2,2,7,0,7,8,3,2,7,10,6,8,3,9,2,688.5
5819,52,1,0,0,1,1,5,2,7,7,5,7,2,3,7,1,6,2,3,655.0
5820,34,1,0,1,2,2,3,5,5,5,8,3,3,3,8,3,3,0,2,656.9
5821,34,1,0,1,2,2,8,4,2,1,4,2,3,10,7,10,7,2,3,658.1
5822,34,0,3,0,2,2,8,5,10,10,10,4,0,6,7,0,10,2,3,677.7
5823,34,0,2,0,2,2,8,1,9,10,5,3,1,3,7,2,9,2,5,700.9
5824,34,0,1,1,2,2,2,4,3,0,10,3,3,10,5,0,10,7,2,644.1
5825,24,1,3,1,2,2,8,3,7,5,10,1,1,6,6,0,2,2,1,660.5
5826,49,0,1,0,2,2,3,3,10,10,5,2,4,6,6,0,10,2,3,708.1
5827,49,0,2,0,2,2,8,2,10,10,10,10,10,6,7,0,10,7,4,767.8
5828,24,1,1,1,2,2,8,1,7,4,7,6,3,6,7,0,4,4,4,701.5
5829,34,1,0,1,1,0,0,5,6,6,3,2,2,1,6,10,5,4,2,598.3
5830,49,0,2,0,1,0,0,5,10,10,10,6,2,1,6,5,10,4,2,651.0
5831,34,0,1,1,2,2,5,1,4,4,6,2,1,6,7,0,10,1,3,672.6
5832,49,0,0,0,2,2,6,2,2,5,5,3,3,7,7,10,3,4,4,645.6
5833,34,1,0,1,2,2,10,0,8,0,8,2,7,8,7,0,9,0,4,695.1
5834,34,0,3,0,2,2,4,2,5,3,10,2,2,5,8,1,8,5,1,667.5
5835,49,0,2,1,1,0,4,4,7,10,6,3,4,6,8,0,6,6,3,666.0
5836,49,1,3,0,1,0,2,3,3,8,10,2,3,6,5,10,4,3,1,631.4
5837,24,0,0,0,2,2,5,5,10,6,10,1,2,10,10,10,2,1,4,680.8
5838,34,0,1,1,2,2,4,3,5,5,4,4,4,6,8,0,7,1,1,642.2
5839,24,0,3,1,2,2,6,3,10,6,10,10,5,6,6,0,5,1,4,720.0
5840,49,1,3,0,1,1,7,5,2,10,10,10,1,9,6,5,10,2,5,701.9
5841,52,0,0,1,2,2,0,1,3,10,2,2,0,1,8,0,5,1,1,637.8
5842,34,1,3,1,2,2,4,1,7,6,2,5,3,1,7,0,5,2,2,688.6
5843,52,0,0,1,2,2,8,4,10,10,10,7,9,4,7,0,10,2,5,741.9
5844,52,0,3,0,2,2,4,3,10,6,10,4,3,10,6,3,10,1,3,707.2
5845,49,0,2,0,2,2,7,3,4,10,8,5,5,1,8,5,10,5,1,663.3
5846,52,1,2,0,2,2,0,5,0,0,1,5,0,5,5,0,4,0,3,588.7
5847,52,0,1,0,1,1,7,3,0,0,10,4,0,2,5,10,3,2,3,610.2
5848,52,1,1,1,2,2,3,3,6,10,10,10,4,3,7,10,8,4,3,685.6
5849,34,1,3,0,1,1,4,4,3,1,1,3,4,8,5,0,2,2,1,597.8
5850,52,1,2,1,2,2,6,0,6,10,10,7,10,6,8,0,10,8,3,752.7
5851,24,0,1,0,1,1,6,5,10,6,10,8,8,10,9,7,6,9,5,684.0
5852,24,1,2,1,2,2,5,2,4,8,4,4,7,4,4,0,4,5,3,659.7
5853,24,1,0,1,1,1,5,3,3,5,6,2,5,1,8,10,7,4,1,636.1
5854,24,1,0,0,1,0,5,2,3,6,4,4,5,5,7,0,4,4,4,662.2
5855,49,1,0,0,1,0,7,2,5,10,10,10,6,10,7,5,8,8,5,738.0
5856,52,1,0,0,1,0,3,3,6,10,10,10,4,3,7,10,8,4,3,685.6
5857,24,0,0,0,2,2,1,5,10,0,6,6,1,3,7,2,7,0,1,619.3
5858,24,0,0,1,2,2,6,5,4,3,10,3,3,8,7,1,10,1,2,671.3
5859,34,1,0,0,1,0,7,1,5,2,4,1,3,5,8,0,0,1,3,653.9
5860,24,1,3,0,1,0,7,4,9,5,9,9,4,1,8,3,9,3,1,685.4
5861,24,0,2,0,1,0,7,3,10,4,2,6,5,8,8,10,5,5,1,663.0
5862,24,1,0,0,1,0,10,3,8,5,7,7,5,5,10,0,7,5,3,681.5
5863,24,0,1,1,1,1,8,3,6,6,3,2,5,10,8,10,7,10,1,665.1
5864,24,0,0,1,2,2,5,0,8,3,6,5,6,10,8,5,10,10,1,717.8
5865,24,1,0,0,1,1,6,2,3,1,9,6,1,1,7,5,5,4,3,659.7
5866,24,1,3,0,1,0,6,2,3,1,9,6,1,1,7,5,5,4,3,659.7
5867,49,1,0,0,1,0,2,3,4,10,8,1,4,5,7,7,10,3,5,648.6
5868,24,0,0,1,1,0,7,3,5,8,5,9,5,9,1,2,5,7,4,656.7
5869,24,0,2,0,2,2,6,2,7,7,10,8,8,6,7,8,9,3,0,693.0
5870,24,1,3,0,1,0,3,1,3,9,7,5,3,4,7,4,6,6,4,662.0
5871,24,1,0,0,1,1,4,3,10,3,1,4,1,1,8,2,5,5,2,632.7
5872,24,1,1,0,1,1,2,5,7,2,7,5,2,5,8,3,5,5,2,633.5
5873,24,0,1,1,1,1,4,3,6,9,5,1,3,10,7,1,3,3,4,658.1
5874,24,1,1,0,1,1,8,3,10,6,7,5,10,8,3,6,5,5,3,682.4
5875,24,0,3,1,1,1,5,5,10,5,4,9,6,10,8,4,1,6,5,694.0
5876,24,1,0,0,1,1,5,0,6,2,5,5,1,3,4,4,3,0,2,620.4
5877,34,1,2,0,1,1,5,1,3,3,6,0,1,4,5,0,2,0,2,627.6
5878,49,1,0,0,1,1,8,0,10,10,10,10,6,10,8,0,10,7,2,748.4
5879,34,0,0,1,1,1,7,2,10,4,10,2,3,4,6,2,3,1,2,649.9
5880,34,1,1,0,2,2,2,1,3,2,5,3,2,5,7,3,4,0,3,635.0
5881,34,1,3,0,1,0,7,1,8,6,5,5,7,5,7,5,10,5,2,703.0
5882,34,1,1,0,2,2,6,2,6,4,4,3,2,4,7,1,4,1,1,673.9
5883,34,1,0,0,1,1,9,0,10,10,10,3,10,10,7,0,9,1,5,743.1
5884,34,1,2,0,2,2,5,3,9,3,8,6,5,10,7,3,1,1,2,680.2
5885,34,0,3,1,2,2,7,2,6,2,5,2,0,1,8,3,3,1,1,627.6
5886,34,1,1,0,1,1,3,1,8,3,10,4,3,3,7,5,8,2,1,656.7
5887,34,0,1,0,1,1,10,2,4,4,9,3,5,8,7,4,5,8,4,681.5
5888,34,1,3,1,1,0,8,3,10,3,10,4,2,10,7,10,3,4,3,644.5
5889,34,1,3,0,1,0,1,2,10,5,10,3,3,5,7,7,5,5,1,653.7
5890,34,1,0,1,2,2,5,3,9,3,8,6,5,10,7,3,1,1,2,680.2
5891,34,1,2,1,2,2,9,0,10,10,10,3,10,10,7,0,9,1,5,743.1
5892,34,0,3,1,2,2,6,2,5,5,3,5,3,10,6,0,3,3,3,668.1
5893,34,1,0,1,2,2,7,3,7,8,10,5,3,3,5,5,6,1,1,675.0
5894,49,1,1,0,2,2,8,1,5,9,7,4,9,8,7,0,9,4,2,744.4
5895,34,1,2,1,2,2,6,2,6,4,4,3,2,4,7,1,4,1,1,673.9
5896,34,0,1,0,2,2,9,1,10,5,10,3,3,7,6,3,5,3,2,708.3
5897,52,0,2,1,2,2,9,3,4,10,10,2,1,4,7,0,3,2,4,718.1
5898,52,0,2,0,2,2,4,4,10,10,10,5,1,4,7,0,6,5,3,694.3
5899,49,0,1,1,1,0,8,4,3,8,2,0,4,6,8,4,2,2,2,621.8
5900,49,1,0,1,2,2,2,4,2,2,9,4,0,3,5,0,5,0,1,620.6
5901,49,1,0,0,1,1,10,1,9,7,10,7,6,9,7,0,8,4,3,751.4
5902,34,1,1,1,1,1,2,5,2,10,3,2,1,2,6,5,1,3,1,581.5
5903,24,0,1,1,1,0,5,5,5,6,10,1,1,2,10,0,8,0,1,626.5
5904,34,1,1,0,2,2,6,5,3,5,6,5,6,5,8,2,5,2,4,648.8
5905,49,0,0,0,2,2,9,4,5,7,10,8,3,4,8,7,6,8,2,691.1
5906,34,0,2,0,2,2,7,3,6,10,10,4,4,10,7,4,5,7,1,688.7
5907,34,1,3,1,2,2,4,3,2,7,8,8,3,5,6,9,9,2,4,679.0
5908,34,1,1,0,2,2,8,2,10,10,10,8,4,10,6,2,10,7,1,714.0
5909,52,0,3,1,2,2,5,0,10,10,2,4,6,10,9,0,7,9,5,745.2
5910,34,0,1,1,2,2,5,3,10,3,2,4,1,5,7,7,2,1,1,592.5
5911,34,0,2,1,2,2,8,1,2,10,2,3,2,10,8,0,10,5,5,745.0
5912,49,1,3,1,2,2,10,4,5,4,6,6,2,1,7,0,3,1,4,642.7
5913,34,1,0,1,2,2,5,3,3,2,3,6,2,5,9,0,10,1,1,657.5
5914,34,0,3,0,2,2,7,2,7,5,5,4,3,6,8,0,4,3,3,677.9
5915,49,1,2,1,2,2,8,3,6,10,10,1,0,8,7,5,10,0,2,645.8
5916,52,1,3,0,1,1,5,3,6,5,2,4,2,1,7,0,10,5,3,664.8
5917,34,0,1,0,2,2,3,3,6,3,7,3,2,7,7,1,6,1,4,666.0
5918,49,0,1,0,2,2,6,2,2,4,10,6,8,6,7,2,4,8,1,659.0
5919,34,0,3,0,1,1,2,2,8,10,6,6,4,6,8,3,3,10,4,667.7
5920,49,0,0,0,2,2,7,1,6,4,7,1,2,6,7,0,4,6,5,687.9
5921,34,0,0,0,2,2,7,1,6,7,10,2,8,4,7,0,8,8,4,718.1
5922,24,0,1,1,2,2,10,1,7,9,5,10,4,8,10,4,9,6,3,750.1
5923,34,0,3,0,1,0,3,3,0,5,5,3,9,8,6,10,7,3,0,620.1
5924,34,0,2,1,2,2,6,1,7,4,8,3,7,3,7,5,5,8,4,675.4
5925,34,1,2,1,2,2,2,0,0,10,10,3,2,10,6,0,0,1,5,673.2
5926,52,1,0,1,2,2,7,3,2,10,2,7,4,5,8,0,6,2,2,655.6
5927,52,1,2,0,2,2,4,1,5,2,2,2,0,5,8,0,10,0,2,681.1
5928,34,0,3,1,2,2,0,0,7,2,9,4,2,7,7,0,5,1,3,666.0
5929,24,0,3,1,2,2,6,1,3,10,6,5,2,5,7,0,10,1,5,696.2
5930,34,0,2,0,2,2,7,2,3,5,10,7,6,10,7,1,8,8,4,743.1
5931,49,1,1,0,2,2,2,1,2,3,6,2,4,3,7,3,0,2,1,636.3
5932,34,1,3,0,1,0,8,1,6,3,7,2,3,8,7,0,2,4,1,671.3
5933,34,1,2,1,2,2,9,2,4,4,10,6,2,3,6,3,6,3,0,690.5
5934,34,0,0,0,2,2,8,2,8,9,9,7,4,6,7,0,6,5,3,701.5
5935,34,0,0,0,2,2,5,1,9,9,10,5,1,5,6,0,10,1,5,731.7
5936,34,1,1,1,2,2,0,4,6,1,1,5,2,2,7,0,2,1,1,620.8
5937,34,0,3,0,2,2,5,2,8,4,10,10,4,9,8,0,7,7,2,719.3
5938,34,0,1,0,2,2,8,2,8,8,6,7,6,10,7,0,6,5,4,734.6
5939,34,1,0,1,1,0,6,3,10,5,5,3,1,7,6,4,5,1,1,630.1
5940,34,1,2,1,1,1,6,2,6,4,7,3,5,6,6,2,6,5,3,675.8
5941,34,1,1,0,2,2,7,2,9,2,4,2,2,2,7,0,4,1,1,625.9
5942,34,1,0,0,1,1,8,3,10,10,10,5,6,6,7,5,5,5,1,676.0
5943,34,1,0,1,2,2,8,3,10,5,5,6,5,6,7,1,10,3,3,706.6
5944,34,1,0,1,2,2,8,3,10,5,5,6,5,6,7,1,10,3,3,706.6
5945,34,0,0,0,2,2,9,1,7,10,10,5,2,8,7,0,4,1,2,713.8
5946,34,1,3,0,1,1,7,3,10,10,10,5,5,10,6,0,10,5,2,722.5
5947,34,1,2,0,2,2,5,3,4,7,8,4,4,8,7,0,3,3,2,698.5
5948,34,1,0,1,2,2,6,2,7,10,10,7,5,7,7,5,8,2,2,681.3
5949,34,0,2,1,2,2,4,1,9,2,7,5,5,8,6,10,10,1,2,693.2
5950,34,1,2,1,2,2,5,3,4,7,8,4,4,8,7,0,3,3,2,698.5
5951,34,1,1,0,2,2,5,3,4,7,8,4,4,8,7,0,3,3,2,698.5
5952,34,1,3,1,1,1,6,3,10,5,5,3,1,7,6,4,5,1,1,630.1
5953,34,1,2,0,2,2,4,2,8,3,8,1,0,6,7,0,10,0,1,672.6
5954,34,1,3,0,1,0,5,4,6,2,5,3,2,1,6,3,4,1,4,647.6
5955,34,1,1,0,2,2,0,2,2,1,2,1,2,3,5,3,1,1,2,588.3
5956,34,1,0,0,1,1,8,1,6,4,10,3,3,8,6,0,3,5,4,696.6
5957,34,1,0,1,2,2,0,2,2,1,2,1,2,3,5,3,1,1,2,588.3
5958,52,0,1,0,2,2,8,0,10,10,10,10,6,2,8,0,10,10,5,772.3
5959,49,1,3,1,2,2,5,2,2,4,10,0,5,1,7,10,4,0,4,607.0
5960,34,0,1,1,1,0,9,2,10,2,10,5,1,4,6,10,2,3,4,634.6
5961,34,0,3,1,2,2,5,2,3,1,7,4,2,5,7,10,2,2,1,633.3
5962,34,1,3,0,1,1,8,1,6,3,7,2,3,8,7,0,2,4,1,671.3
5963,34,1,2,1,1,1,2,3,10,10,5,5,4,6,5,0,10,10,4,721.5
5964,52,1,0,1,2,2,5,2,5,10,8,3,1,10,7,2,10,1,2,671.7
5965,34,1,1,1,2,2,8,1,6,3,7,2,3,8,7,0,2,4,1,671.3
5966,49,1,1,0,2,2,3,4,5,4,10,4,2,5,7,10,10,5,3,650.3
5967,49,0,1,1,2,2,8,3,10,3,10,7,6,1,8,0,10,4,3,682.0
5968,34,1,3,0,1,0,6,3,6,2,5,6,4,9,8,0,10,1,2,670.0
5969,34,1,0,0,1,1,1,2,1,0,5,0,0,10,7,0,5,0,2,625.8
5970,52,1,1,0,2,2,5,1,2,3,1,1,2,3,7,0,1,2,4,634.6
5971,24,0,0,0,2,2,8,1,10,8,10,5,4,8,7,0,6,7,4,744.4
5972,52,0,1,0,2,2,5,3,2,4,1,0,0,1,8,0,7,0,3,612.3
5973,49,1,3,0,1,1,7,3,5,10,5,6,3,5,7,1,8,2,3,682.6
5974,52,0,1,1,2,2,7,1,3,3,2,3,1,7,9,0,4,2,2,661.3
5975,52,0,0,0,2,2,1,5,2,3,4,1,0,3,6,0,3,1,4,597.0
5976,52,0,2,0,2,2,10,0,2,10,10,1,8,4,5,8,1,8,4,675.2
5977,34,1,0,0,1,1,3,2,4,2,4,3,4,2,8,2,6,3,3,656.7
5978,34,0,3,0,2,2,3,3,2,5,10,2,1,7,7,0,10,1,1,647.3
